ID	NPS	Energy1	Energy2
527	8207	0.25	0.35229
528	8222	0.25	0.50424
529	8229	0.25	0.3698
530	8249	0.25	0.51269
531	8256	0.25	0.3774
532	8260	0.25	0.16594
533	8267	0.25	0.47285
534	8285	0.25	0.22227
535	8305	0.25	0.20068
536	8330	0.25	0.70142
537	8386	0.25	0.11866
538	8395	0.25	0.56544
539	8400	0.25	0.36407
540	8401	0.25	0.2114
541	8405	0.25	0.53756
542	8409	0.25	0.013697
543	8414	0.12999	0.52226
544	8435	0.25	0.063046
545	8450	0.25	0.026905
546	8467	0.25	0.19387
547	8476	0.25	0.77252
548	8514	0.25	0.64487
549	8520	0.25	0.1746
550	8528	0.25	0.75376
551	8531	0.25	0.15218
552	8588	0.25	0.58305
553	8593	0.25	0.15872
554	8622	0.25	0.052466
555	8665	0.25	0.73632
556	8685	0.25	0.78863
557	8746	0.25	0.13948
558	8750	0.25	0.30455
559	8835	0.25	0.30165
560	8847	0.25	0.34898
561	8854	0.25	0.43369
562	8868	0.25	0.22551
563	8888	0.25	0.074385
564	8904	0.25	0.19634
565	8914	0.25	0.35734
566	8919	0.25	0.63291
567	8930	0.25	0.10397
568	8963	0.25	0.27479
569	8983	0.25	0.053683
570	9009	0.25	0.41612
571	9010	0.25	0.084886
572	9017	0.25	0.61105
573	9026	0.25	0.61158
574	9032	0.25	0.077446
575	9075	0.25	0.22052
576	9144	0.25	0.43096
577	9169	0.25	0.25565
578	9183	0.25	0.23086
579	9186	0.25	0.1051
580	9191	0.25	0.53045
581	9206	0.25	0.14464
582	9251	0.25	0.37029
583	9260	0.25	0.14278
584	9263	0.25	0.23173
585	9287	0.25	0.2718
586	9299	0.25	0.26744
587	9307	0.25	0.36915
588	9308	0.25	0.34635
589	9312	0.25	0.37609
590	9336	0.25	0.064165
591	9344	0.25	0.26686
592	9358	0.25	0.27098
593	9362	0.25	0.51107
594	9383	0.25	0.36072
595	9387	0.25	0.084258
596	9396	0.25	0.11696
597	9458	0.25	0.3599
598	9485	0.25	0.17868
599	9489	0.25	0.6547
600	9500	0.25	0.031147
601	9517	0.25	0.68205
602	9520	0.25	0.37446
603	9537	0.25	0.1552
604	9550	0.24978	0.59082
605	9554	0.25	0.081654
606	9556	0.25	0.039193
607	9587	0.25	0.42603
608	9598	0.25	0.56036
609	9600	0.25	0.23561
610	9610	0.25	0.15536
611	9627	0.25	0.29723
612	9661	0.25	0.36902
613	9662	0.25	0.14365
614	9664	0.25	0.57295
615	9702	0.25	0.18369
616	9704	0.25	0.07095
617	9715	0.25	0.74619
618	9764	0.25	0.083778
619	9787	0.25	0.83702
620	9840	0.25	0.35624
621	9848	0.25	0.76042
622	9850	0.25	0.78286
623	9903	0.25	0.23739
624	9925	0.13606	0.036177
625	9962	0.25	0.42105
626	9974	0.25	0.29425
627	9995	0.25	0.29018
628	10008	0.25	0.54532
629	10019	0.25	0.33355
630	10043	0.25	0.58049
631	10045	0.25	0.25865
632	10047	0.25	0.36927
633	10054	0.25	0.50731
634	10064	0.25	0.31677
635	10073	0.25	0.14749
636	10079	0.25	0.28408
637	10080	0.25	0.076047
638	10129	0.133	0.55149
639	10130	0.25	0.20364
640	10183	0.25	0.14478
641	10187	0.25	0.31743
642	10193	0.25	0.13394
643	10213	0.25	0.18649
644	10250	0.25	0.26593
645	10264	0.25	0.32995
646	10273	0.25	0.052058
647	10327	0.25	0.32359
648	10335	0.18401	0.30798
649	10345	0.25	0.49881
650	10348	0.25	0.17968
651	10354	0.25	0.27333
