ID	NPS	Energy1	Energy2
567	14967	0.031	0.043724
568	14974	0.031	0.031202
569	15098	0.031	0.039769
570	15102	0.031	0.031226
571	15105	0.031	0.043234
572	15118	0.031	0.041566
573	15132	0.031	0.044379
574	15160	0.031	0.041771
575	15185	0.031	0.04421
576	15204	0.031	0.044553
577	15207	0.028885	0.019914
578	15214	0.031	0.044008
579	15235	0.031	0.013727
580	15242	0.031	0.041073
581	15246	0.031	0.044827
582	15324	0.031	0.023493
583	15329	0.031	0.015263
584	15341	0.031	0.040747
585	15349	0.031	0.044926
586	15402	0.031	0.043322
587	15440	0.031	0.028476
588	15476	0.031	0.038603
589	15526	0.031	0.01721
590	15645	0.031	0.039642
591	15655	0.031	0.044739
592	15686	0.031	0.031537
593	15690	0.031	0.043394
594	15710	0.031	0.036311
595	15724	0.031	0.031215
596	15729	0.030178	0.018935
597	15752	0.031	0.031984
598	15754	0.031	0.024897
599	15773	0.031	0.041089
600	15791	0.031	0.035855
601	15804	0.031	0.041047
602	15832	0.031	0.013965
603	15844	0.031	0.04397
604	15861	0.031	0.028651
605	15937	0.031	0.012808
606	15947	0.031	0.030297
607	15960	0.031	0.032629
608	15989	0.031	0.019896
609	16006	0.031	0.020795
610	16016	0.031	0.043684
611	16077	0.031	0.034205
612	16082	0.031	0.039994
613	16135	0.031	0.033602
614	16144	0.031	0.037082
615	16165	0.031	0.036951
616	16173	0.031	0.018594
617	16191	0.031	0.04417
618	16218	0.031	0.026833
619	16311	0.031	0.043502
620	16326	0.028104	0.029386
621	16331	0.031	0.04024
622	16348	0.031	0.037331
623	16367	0.031	0.029856
624	16383	0.031	0.043681
625	16408	0.031	0.040906
626	16418	0.031	0.026055
627	16443	0.031	0.032975
628	16467	0.031	0.044302
629	16541	0.031	0.036392
630	16550	0.031	0.031377
631	16568	0.031	0.044811
632	16570	0.031	0.040895
633	16625	0.031	0.043177
634	16648	0.031	0.04254
635	16688	0.031	0.044902
636	16718	0.031	0.030416
637	16722	0.031	0.043052
638	16745	0.031	0.041116
639	16827	0.031	0.031331
640	16831	0.031	0.043764
641	16837	0.031	0.026396
642	16851	0.031	0.033281
643	16863	0.031	0.038929
644	16878	0.031	0.033831
645	16893	0.031	0.036547
646	16934	0.031	0.043764
647	16952	0.031	0.029363
648	16955	0.027921	0.035572
649	16979	0.031	0.02921
650	16994	0.031	0.036921
651	17054	0.031	0.040017
652	17064	0.031	0.043801
653	17206	0.027627	0.044834
654	17227	0.031	0.039603
655	17305	0.031	0.039198
656	17367	0.031	0.015072
657	17395	0.029624	0.02976
658	17428	0.031	0.028697
659	17441	0.031	0.044438
660	17459	0.031	0.040521
661	17476	0.031	0.031434
662	17493	0.031	0.040224
663	17497	0.031	0.03702
664	17504	0.031	0.024361
665	17516	0.031	0.03872
666	17530	0.031	0.03712
667	17565	0.031	0.044812
668	17566	0.031	0.042544
669	17567	0.031	0.034739
670	17573	0.031	0.033293
671	17574	0.031	0.038257
672	17593	0.031	0.044622
673	17598	0.031	0.042917
674	17668	0.031	0.043909
675	17744	0.031	0.044049
676	17745	0.031	0.016773
677	17767	0.031	0.016344
678	17801	0.031	0.037429
679	17813	0.031	0.035502
680	17839	0.031	0.020568
681	17915	0.031	0.035641
682	17919	0.031	0.045
683	17923	0.031	0.028594
684	17930	0.031	0.021741
685	17935	0.031	0.024344
686	17939	0.031	0.03607
687	17951	0.031	0.027446
688	17952	0.031	0.043444
689	18008	0.030279	0.04483
690	18015	0.031	0.033975
691	18046	0.031	0.037359
692	18058	0.031	0.03332
693	18074	0.031	0.033352
694	18113	0.031	0.040695
695	18133	0.031	0.040384
696	18150	0.029115	0.026092
697	18171	0.031	0.037167
698	18173	0.031	0.03528
699	18176	0.031	0.038936
700	18183	0.031	0.043762
701	18193	0.031	0.03935
702	18194	0.031	0.043987
703	18212	0.031	0.044602
704	18238	0.031	0.018881
705	18250	0.030069	0.023989
706	18251	0.031	0.038157
707	18267	0.031	0.043685
708	18271	0.031	0.034519
709	18289	0.031	0.039984
710	18302	0.031	0.032159
711	18305	0.031	0.028001
712	18307	0.031	0.040794
713	18323	0.031	0.028865
714	18337	0.031	0.039227
715	18369	0.031	0.034213
716	18405	0.031	0.039758
717	18438	0.031	0.043949
718	18441	0.031	0.043739
719	18447	0.031	0.043354
720	18458	0.031	0.036274
721	18459	0.031	0.033185
722	18479	0.026815	0.03643
723	18484	0.031	0.038736
724	18486	0.031	0.031716
725	18502	0.031	0.043308
726	18509	0.028096	0.011713
727	18555	0.031	0.014143
728	18593	0.031	0.043717
729	18659	0.031	0.044095
730	18675	0.031	0.044389
731	18678	0.031	0.043915
732	18759	0.031	0.029002
733	18805	0.031	0.039046
734	18835	0.031	0.0446
735	18904	0.031	0.04393
736	18950	0.031	0.034007
737	18986	0.031	0.038328
738	19029	0.031	0.028339
739	19037	0.031	0.041224
740	19040	0.031	0.037553
741	19045	0.031	0.039174
742	19048	0.031	0.035525
743	19123	0.031	0.044104
744	19180	0.031	0.04447
745	19191	0.031	0.034299
746	19195	0.031	0.043169
747	19199	0.031	0.043035
748	19206	0.031	0.042661
749	19243	0.031	0.028583
750	19282	0.031	0.039375
751	19374	0.031	0.043558
752	19455	0.031	0.035757
753	19498	0.031	0.04463
754	19514	0.031	0.027865
755	19525	0.031	0.038437
756	19589	0.031	0.034718
757	19604	0.031	0.024383
758	19606	0.031	0.026314
759	19615	0.031	0.041331
760	19634	0.031	0.040415
761	19636	0.031	0.031007
762	19643	0.030683	0.029409
763	19661	0.031	0.013918
764	19764	0.031	0.034091
765	19797	0.031	0.037343
766	19809	0.031	0.044873
767	19830	0.031	0.044726
